Words,#
そこのオアシス,1
呪われ,1
広がってている,1
火の壁,1
高まってるてる,1
うーむ,1
頂くぜ,1
翠色の女王,1
奉ずる,1
くり色,1
丹色,1
碧色の子,1
けり,1
石碑,1
言い換えれ,1
ば・・・・・『,1
緑の女王,1
仕えているのは,1
青色の子,1
解ん,1
バラバラの状態,1
冷やして,1
明るく,1
暖か,1
感じる・・・・・。,1
ふむ・・・・・。,1
絵の中身,1
それぞれの壁画,1
左右の型枠,1
型枠のどちら,1
当てはめる,1
考察し,1
仮のため,1
誘導の内容,1
せるの難し,1
に・・・・・。,1
判別し,1
な・・・・・。,1
涼し,1
現実の双葉,1
効いてる,1
こんなの初めて,1
四方,1
なげえ,1
襲われ,1
ピラミッドの中心,1
一髪,1
訊こう,1
撤退して,1
ふさがれ,1
他の入口,1
ための方法,1
建物の外,1
ウッカリ,1
オマエのパンツ,1
パンツ,1
デケー,1
盗まれてのか,1
盗賊の特徴,1
物の説明,1
近くの街,1
取り返した,1
墓の地図,1
やられてるのね,1
貴方のパレス,1
かああ,1
形状,1
一方の台座,1
落ち着けよ,1
犬の像,1
地下の扉,1
心の扉,1
場所の真上,1
地下のは,1
反射してる,1
向けれ,1
向かってている,1
扉の封印,1
封印,1
時の感覚,1
ちゃんの為,1
映されたのは,1
先ほどの絵,1
目の扉,1
近付いているのは,1
かの…,1
図柄,1
壁画のパズル,1
揃えた,1
何の絵,1
でいるのか,1
描き手の心情,1
心情,1
現れている,1
鬱陶しかった,1
今の?,1
ときの記憶,1
エグく,1
ひらく,1
映し出されたのと,1
開いたぜ,1
越えた,1
見たのと,1
飛び込んでる,1
自殺の現場,1
ときの恐ろしい,1
うめき,1
車の衝突,1
衝突,1
双葉の、,1
隠したのか,1
飛ばします,1
カラの気配,1
正面の壁,1
映し出さ,1
母親の服,1
引っ張ってている,1
なの嫌,1
コンビニの弁当,1
弁当,1
甘えてるのは,1
言われてた,1
甘えるのは,1
積み重なってて,1
自殺の原因,1
べきえ,1
しおらしく,1
ツンツン,1
弱ってるてるのか,1
部屋の…,1
フタバの部屋,1
王の間,1
光の筋,1
伸びてる,1
揺れ,1
蒼,1
紅,1
並びて,1
正しき,1
よりて,1
なるえ,1
大玉の仕掛け,1
仕掛けの裏側,1
扉のよう,1
壊れている,1
こっちの石板,1
暗かった,1
次の仕掛け,1
ちゃんの心理,1
状況のせい,1
石板の意味,1
次の行き先,1
もうぜ,1
石版の色,1
反応した,1
ここの文字,1
流れて,1
いってるてるのか,1
止まん,1
押そう,1
うろたえて,1
悪化した,1
石版の放出,1
転がる,1
転がった,1
スイッチの反応,1
強まった,1
ヒントのはず,1
当たろう,1
光った,1
絵画の仕掛け,1
かの手掛かり,1
?ぜ,1
光ってて,1
石版の謎,1
連動して,1
なってるてるのか,1
他のと,1
立体,1
映像の色,1
かの指針,1
点ける,1
できるのね,1
オン・オフ,1
さっきの暗号,1
起動するのかしら,1
光り,1
先ほどの石板,1
例のスイッチ,1
コンピューターの言語,1
ちゃんの世界,1
部屋の変化,1
石版の文字,1
浮い,1
てんのも,1
赤だし,1
暗号の『,1
表してた,1
壊したのか,1
大玉の上,1
ましょうげ,1
例のでけでけ,1
詰まっててて,1
壁の奥,1
ジャンプ,1
飛び越え,1
持ってか,1
戻さ,1
意匠,1
秘密のスイッチ,1
起動している,1
棺桶の位置,1
風の動き,1
他の切っ掛け,1
切っ掛け,1
かの仕掛け,1
像の持っ,1
他の使い道,1
光の床,1
通れるのか,1
像の持つ,1
はまってている,1
ツい,1
近付いて,1
合わされ,1
騒,1
グノハ,1
王墓,1
妨ゲル,1
退路,1
カッカして,1
近いのか,1
例の光る,1
像の光る,1
いれてる,1
壮観,1
例の像,1
はめる,1
アヌビスの持っ,1
流砂,1
引き込ま,1
泳げ,1
いったた,1
大玉の次,1
怒らす,1
怒らせたのかしら,1
っつっててたぜ,1
自分のせい,1
普通のお,1
墓所,1
死者の蘇生,1
蘇生,1
説,1
母親の分,1
拒ん,1
ちゃんの心,1
心のドア,1
異存,1
たちの心配,1
への出口,1
らの墓,1
自身の心配,1
フォルム,1
だけの造形,1
気い,1
抜いて,1
山盛り,1
例の反射,1
大型の弩,1
弩,1
砲,1
ワガハイの投石,1
投石,1
双葉のシャドウ,1
遊ばれている,1
呪いのせい,1
呪いの所,1
例の玉,1
関係してるのか,1
石板のアヌビス,1
取ったのやっぱり,1
乗っけ,1
言うぜ,1
ままの様,1
通路の雰囲気,1
期す,1
押すのは,1
かの役,1
コイツの玉,1
エジプト,1
玉の様,1
サマの光,1
所々,1
混じってるてる,1
冥府の神,1
灯せし,1
奈落,1
渡ら,1
者の標,1
標,1
部屋の奥,1
ハッカーの心,1
解ら,1
迅速,1
改変した,1
表の扉,1
虎児,1
ビビっ,1
解錠,1
これでっかい,1
弓矢,1
型の兵器,1
いうの。,1
詳しいの?,1
傾いてる,1
傾いてて,1
させているのか,1
壊れたので,1
バリスタの矢,1
開いている,1
近かった,1
悠然,1
までの雑魚,1
状態のまま,1
行けよ,1
逃げ道,1
守,1
リヲ,1
ラシドモ,1
消シ,1
飛,1
街のシャドウ,1
閑散,1
ってのから,1
盗られた,1
取り返そうぜ,1
業者,1
狩り,1
追い付け,1
俺え,1
逃げ回ら,1
エモノ,1
分け合おう,1
パピルス,1
女の子の持ち物,1
声する,1
王女,1
主なのに,1
05,1
リフトのスイッチ,1
ふふん,1
見えてんの、,1
離れしてる,1
とうとう,1
装置のある,1
リフト,1
閉まった,1
オコナイ,1
サレタ,1
問題の扉,1
本物の身内,1
ぷんぷん,1
匂うぜ,1
最短,1
見つけたの!,1
よしゃ,1
数のドア,1
引っ張り,1
さっきのクラック,1
ファイル,1
かの設計,1
設計,1
への脱出,1
細工したのに,1
以上の階級,1
階級のやつ,1
生け捕り,1
荒縄,1
メートル,1
奪うのは,1
以上の役職,1
通れるのかしら,1
思っててたのに,1
関連した,1
しまってるてる,1
解除します,1
ノワールの出番,1
コジ,1
タイプのドア,1
用のサーバー,1
ゾロゾロ,1
宝のある,1
近付いた,1
くらいの距離,1
屋内,1
行けん,1
建物の先,1
共有せ,1
直接の関与,1
匂わ,1
締め上げれ,1
オフィスの次,1
ゲートの作動,1
切り替わる,1
着けれ,1
今度の仕掛け,1
通ってて,1
別のゲート,1
仕掛けの違う,1
混ざってている,1
ジョーカーの手柄,1
下げて,1
稼働,1
ヤスメテ,1
養,1
ベテ,1
ヲツケマショウ,1
休,1
励,1
止めれ,1
員の連中,1
反対の光景,1
コンベア,1
人の配置,1
会社のバンズ,1
バンズ,1
タカラの方角,1
方角,1
あっけない,1
近いのは,1
危うく,1
下敷き,1
鉄のカタマリ,1
カタマリ,1
コン,1
そール,1
システ,1
更新,1
スし,1
バラ,1
稼働のスピード,1
アームのシフ,1
シフ,1
逝った,1
かっ,1
脆,1
疲弊してる,1
多かれ,1
少なかれ,1
増やせ,1
アームの上,1
上げよう,1
機のシフト,1
変更シ,1
養い,1
ンで,1
名目,1
全テの栄誉,1
栄誉,1
怠ケた,1
疲レた,1
ナニ,1
んのなら,1
仕方無,1
イのです,1
労働の喜び,1
イる,1
さァ,1
渡るのは,1
目指せ,1
機のよう,1
物の上,1
工場の中,1
本当の工場,1
まぁー,1
ぶっ壊れるの散々,1
マインド・コンロ,1
コンロ,1
トール,1
追い込んでる,1
圧迫,1
耐えよう,1
心の動き,1
長年,1
までの社員,1
ありゃあ,1
ええで,1
手前のプレス,1
たちの目,1
タカラの匂い,1
らの奥,1
手ごたえ,1
こき使われて,1
戦わさ,1
炉,1
270,1
炉の中,1
溶かして,1
動かしている,1
つくる,1
…せ,1
付き合うぜ,1
ここのオ,1
道筋,1
回帰,1
UFO,1
スカルの言っ,1
作っててたのか,1
造船,1
ドック,1
移行,1
コア,1
搭載,1
次のステージ,1
己の踏み台,1
踏み台,1
己の楽園,1
飛び立つ,1
吐かす,1
区画の『,1
押さえて,1
飛べ,1
人体,1
破裂,1
来客の予定,1
ンてて,1
頑,1
聞いテ,1
あルの?,1
ウチの社,1
つケ,1
私の部下,1
変テ,1
生きテ,1
山吹色のアレ,1
なくテ,1
心得てル,1
とレ,1
溜,1
来タの?,1
ウの困,1
困ル,1
どこの会社,1
出しテ,1
引き時,1
じまえ,1
どうしタのか,1
もしタ,1
手こずらせ,1
ヌマ,1
ケマショウ,1
たちの配置,1
長のカード,1
会話して,1
引き出せ,1
引き出せれ,1
周囲の情報,1
メンッド,1
現実のウチ,1
上位の社員,1
ゲットし,1
格好し,1
度胸しテ,1
押し売,1
前の売り物,1
売り物,1
ってのカ,1
チの血,1
盗,1
言っタ,1
価値のあ,1
感じの奴,1
への評価,1
せめテ,1
見テ,1
決めテ,1
トイれ,1
やっつけた,1
方た,1
本当の事,1
話しテ,1
いらシ,1
たんデ,1
がル,1
得るのか,1
うー,1
あエ,1
いテ,1
いらシた,1
あなたタ,1
させテ,1
でしタ,1
だケ,1
待っテテて,1
様の事,1
雲の上,1
まセ,1
話の時間,1
終わ,1
づれ,1
ぶっ潰す,1
んデ,1
ウロ,1
されテ,1
困り,1
ヨー,1
くテ,1
っタ,1
怪しゲ,1
をしタ,1
いすルのは,1
初めテ,1
お前の身分,1
私の身分,1
あレ,1
しかシ,1
つケて,1
スるのか,1
コの超,1
企業の部長,1
カる,1
いのか,1
立ち去っテテ,1
ナので,1
イのダ,1
戻ル,1
片付いたぜ,1
目の大き,1
別の部屋,1
向かっテテ,1
極めテ,1
入り込ん,1
ぶテし,1
据えテ,1
トる,1
思っテンダ,1
テンダ,1
アる,1
まる,1
さテ,1
イバる,1
会社のスパ,1
スパ,1
ひっ捕らえテ,1
突き出しテ,1
ヤる,1
入っタのカ,1
イや,1
明,1
イし,1
なのモ,1
ダし,1
ザけタ,1
聞いタ,1
カしテ,1
ないシ,1
なっテる,1
普通の奴,1
内のどれ,1
見付けれ,1
部長の事,1
見付かっ,1
フロアの構造,1
別の区画,1
通じてる,1
飽くまで,1
すっ飛ばして,1
目的の社員,1
階のゲート,1
赤いの、,1
指図してた,1
係長,1
消耗する,1
それぞれの話,1
本物の部長,1
相手の情報,1
聞き出すのよ,1
ひと目,1
偉いのか,1
反省しテいるのカ,1
要件,1
マの会社,1
入り込んデ,1
君タ,1
あっテテ,1
怒るのか,1
わケ,1
走っ,1
トるのか,1
袋の尾,1
ぷっ,1
死にた,1
まエ,1
チの様,1
ナれ,1
更,1
ないのダ,1
おふ,1
ナのダ,1
おしゃ,1
止めタ,1
いらっ,1
シャるので,1
こうしテ,1
話しタ,1
忘れテ,1
オフィ,1
ラネ,1
られタ,1
即日,1
さレて,1
まさ,1
なのカ,1
関わっててた,1
せっ,1
チの事,1
行っテテ,1
私の平和,1
乱,1
まった,1
人騒がせ,1
くーっ,1
ウベカラズ,1
レテモ,1
たのむぜ,1
員の交代,1
課長のカード,1
キュー,1
イエス,1
謝ら,1
謝らせて,1
課長の上,1
各自の状態,1
配るのも,1
バタ,1
ばたし,1
思っテる,1
テるのカ,1
反省シ,1
ていルのか,1
変て,1
格好シ,1
ラの様,1
連中の遊,1
怒ル,1
回ル,1
加えテ,1
チの社員,1
マえて,1
引き渡しテ,1
探しテいる,1
なのガ,1
支離,1
滅裂,1
ヲするのモ,1
捨テ,1
下賎の、,1
下賎,1
よル,1
ピーの失言,1
失言,1
持っテテ,1
償わせテ,1
ぶテ,1
しいのカ,1
私のテテ,1
潰しテ,1
逃げ出,1
アー,1
ナのカ,1
サッ,1
私か,1
やる気のない,1
仕事しテ,1
ぼり,1
見なしテ,1
ゲヒヒヒッ,1
言っテん,1
サボ,1
巻いテ,1
引き渡す,1
物分り,1
び,1
今の奴,1
までの権力,1
こちらの体力,1
違うのが,1
おっテテ,1
教エて,1
信じル,1
ダけ,1
そレ,1
末端,1
ンのダ,1
ウした,1
進メた,1
マえ,1
昔の話,1
小話,1
殊勝,1
談,1
聞きタ,1
ひた,1
ばかリ,1
今の若,1
付き合っテテ,1
座レ,1
イこ,1
終わっテテ,1
てんのは,1
最近のガ,1
思っテテ,1
やがル,1
ウチの社員,1
垂れ,1
無礼,1
ギて,1
来タぜ,1
分解しテ,1
にしテ,1
ブハハ,1
はたル,1
んでルぜ,1
ラの若い,1
そんデ,1
度胸シ,1
名乗れ,1
許しテ,1
貰えル,1
思っタ,1
あッ,1
リャ,1
みタ,1
ナる,1
員の顔,1
チャ,1
いらレ,1
物売り,1
チの若い,1
よオ,1
臨ん,1
入っテテ,1
追うのは,1
追い詰めれ,1
グフフ,1
捕まえた,1
モナのヤツ,1
ぶつかっ,1
四の五,1
五の言っ,1
追いついた,1
横転する,1
06,1
サロンです,1
15000,1
交換したのに,1
探しのもの,1
くれたの?,1
交換して,1
血生臭い,1
チミ,1
らの格好,1
ボクの格好,1
噴水の傍,1
挿入,1
サイ,1
ここの様子,1
上がれる,1
撤収して,1
ばっちり,1
利用のフロア,1
Fのハイ,1
Fのメンバーズ,1
ピッてて,1
頂,1
ケマス,1
入るのが,1
データの書き換え,1
書き換え,1
自体の種類,1
見つかってんてん,1
従おう,1
建物の最上,1
教えるの。,1
追い掛けよう,1
クラブの『,1
落ちてる,1
目指さ,1
出入,1
感じの警備,1
愚策,1
実力のあり,1
考えるのが,1
妥当,1
カギの様,1
締め切り,1
向かい側,1
達の目的,1
目的の物,1
撃破して,1
君の判断,1
ヤードのよう,1
ムフフ,1
僕のスキル,1
ヤッベ,1
進ませ,1
他のルート,1
以外の潜入,1
貴方の判断,1
強敵の気配,1
がんばれよ,1
がんばるぜ,1
ドアの向こう,1
ちまうのも,1
為のカギ,1
有難く,1
柵の閉まっ,1
閉まっててた,1
づらいし,1
傍聴して,1
僕の推測,1
正しかった,1
係員の話,1
Fのスタンダード,1
スタンダード,1
42,1
乗るのを,1
ここのお,1
フロアの入場,1
別の物,1
使われてる,1
フロアのどこ,1
用のカード,1
どくせ,1
少ないし,1
そこそこの枚数,1
枚数のコイン,1
足ん,1
掛かってるてる,1
踊らされている,1
様のカード,1
くれんの!,1
自信の表れ,1
左手,1
右手,1
左手の『,1
存じます,1
景品の交換,1
申し付け,1
用の、,1
さんの思惑,1
